sequence,date,slot,videoNumber,title,sourceMarketplace,sourceUrl,sourceZip,videoEntry,videoSha256,catalogProductId,affiliateMarketplace,affiliateLink,storeLink,publicationStatus,caption,hashtags
"420","2026-12-17","3","848","Suporte Para Celular Mãozinha Flexível para Mesa Apoio de Tablet Celular Cor Aleatoria","shopee","https://shopee.com.br/product/395174878/14166436952","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0848/Suporte Para Celular Mãozinha Flexível para Mesa Apoio de Tablet Celular Cor Aleatoria.mp4","985650dc50d282ed5428a30674513a956cc057bd7610a8d5b0c890144b62d5ab","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"421","2026-12-18","1","849","Aço inoxidável Mão Pipoca Máquina, pequeno Manual Pipoca Maker, Abrir Firing, Mini Popper, 001","outro","https://pt.aliexpress.com/item/4000894225320.html","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0849/Aço inoxidável Mão Pipoca Máquina, pequeno Manual Pipoca Maker, Abrir Firing, Mini Popper, 001.mp4","1fcd68a8cbb895c6aa77645d916521ddd9ab327109c5b4669a8b15fc65cee48b","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"422","2026-12-18","2","850","Banheira Ofurô Dobrável Portátil Retangular PVC Com Encosto Inflável VG+","shopee","https://shopee.com.br/Banheira-Ofurô-Dobrável-Portátil-Retangular-PVC-Com-Encosto-Inflável-VG--i.303541780.14137936321","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0850/Banheira Ofurô Dobrável Portátil Retangular PVC Com Encosto Inflável VG+.mp4","e187c3bcf0e767c61a5d0dee9289689334b56bd716dfbb72fa787cb85f620c2b","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"423","2026-12-18","3","851","B Ferramenta De Irrigação Automática De Jardim Planta Gotejamento Interno De Pássaros","shopee","https://shopee.com.br/product/244858376/9474893673","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0851/B Ferramenta De Irrigação Automática De Jardim Planta Gotejamento Interno De Pássaros.mp4","291b4efe204d9fd703aef07ccd9980fad5426073104f4f478b9a65bb979f0e54","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"424","2026-12-19","1","853","Escova De Aço Para Limpeza Esponja Panela Fogão Louça Cozinha Porta Detergente Sabão Dispenser Multiuso","shopee","https://shopee.com.br/Escova-De-Aço-Para-Limpeza-Esponja-Panela-Fogão-Louça-Cozinha-Porta-Detergente-Sabão-Dispenser-Multiuso-i.444300037.15195386765","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0853/Escova De Aço Para Limpeza Esponja Panela Fogão Louça Cozinha Porta Detergente Sabão Dispenser Multiuso.mp4","5baeaefc7a22be632d6b75951f4135767a3b96a55aa082f52d57c0634da68bcb","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"425","2026-12-19","2","854","Creme de pintura de cera Mofajang  DIY Hair Wax  Style Creme De Lama Estilo Cabelo Modelagem Temporária 7 cores","shopee","https://shopee.com.br/product/482304313/13974401396","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0854/Creme de pintura de cera Mofajang  DIY Hair Wax  Style Creme De Lama Estilo Cabelo Modelagem Temporária 7 cores.mp4","aae6e9c5a98a4e98a82d4e97b302298d354341aca8db4b2e858df251ef51ab41","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"426","2026-12-19","3","855","Campainha Olho Brilhante Com Lâmpada De LED Elétrica Para Halloween","shopee","https://shopee.com.br/product/521945575/18325594576","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0855/Campainha Olho Brilhante Com Lâmpada De LED Elétrica Para Halloween.mp4","b167bf6edfeab60b9b185b4be12f5a9fc5edc50ca4031926cbda8124e43810ee","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"427","2026-12-20","1","856","Seladora Embaladora A Vácuo Vacuum Elétrico Automático + 10PCS Saco de vácuo","shopee","https://shopee.com.br/Seladora-Embaladora-A-Vácuo-Vacuum-Elétrico-Automático-10PCS-Saco-de-vácuo-i.534109767.20612321031","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0856/Seladora Embaladora A Vácuo Vacuum Elétrico Automático + 10PCS Saco de vácuo.mp4","8cb966171d1305cf76208adf6fc59898bb867f65ec6a16e6178e36989ef87055","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"428","2026-12-20","2","860","Cabeceira Macia Bolsa Grande Encosto Almofada Sofá Tatami Leitura Triângulo Travesseiro Lombar Removível","shopee","https://shopee.com.br/Cabeceira-Macia-Bolsa-Grande-Encosto-Almofada-Sofá-Tatami-Leitura-Triângulo-Travesseiro-Lombar-Removível-i.889108203.13097221929","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0860/Cabeceira Macia Bolsa Grande Encosto Almofada Sofá Tatami Leitura Triângulo Travesseiro Lombar Removível.mp4","218ef44f355d5484372e12b69422d05dd50832efe4165127c0b65ab49ae8b2cf","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"429","2026-12-20","3","861","2022 Nova 4G Telefone Do Cartão SIM Relógio Inteligente Dos Homens Esportes Aptidão Wifi Internet Gravação Da Câmera Freqüência Cardíaca De Oxigênio No Sangue","shopee","https://shopee.com.br/product/540354935/17234729783","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0861/2022 Nova 4G Telefone Do Cartão SIM Relógio Inteligente Dos Homens Esportes Aptidão Wifi Internet Gravação Da Câmera Freqüência Cardíaca De Oxigênio No Sangue.mp4","41171415f494ce5fc7e7abf296922e6b06ed2ea55403aea156aca7951092a286","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"430","2026-12-21","1","862","Rede De Camping Grande Com Mosquiteira 2 Pessoas Pop-up Peso Leve Pára-Quedas Pendurado Balanço","shopee","https://shopee.com.br/product/807939403/15393237397","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0862/Rede De Camping Grande Com Mosquiteira 2 Pessoas Pop-up Peso Leve Pára-Quedas Pendurado Balanço.mp4","2f61eb461bc7d32279d092ad8de9256a8d1a416ce10fb437a18b086e2cab412f","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"431","2026-12-21","2","863","Refrigerador De Ar Ventilador Umidificador Portátil Com Led Reservatório De Água Led Usb","shopee","https://shopee.com.br/Refrigerador-De-Ar-Ventilador-Umidificador-Portátil-Com-Led-Reservatório-De-Água-Led-Usb-i.659435897.12797962480","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0863/Refrigerador De Ar Ventilador Umidificador Portátil Com Led Reservatório De Água Led Usb.mp4","82cd0bc3012f3c34d25649ca1cb435fe7ec9a258f347556b37d7a13cb8ca6150","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"432","2026-12-21","3","864","6 PçsConjunto Mini Batom Mate Com Estrela De Longa DuraçãoAveludado Cor Pastel À Prova D_água Portátil","shopee","https://shopee.com.br/6-Pçs-Conjunto-Mini-Batom-Mate-Com-Estrela-De-Longa-Duração-Aveludado-Cor-Pastel-À-Prova-D'água-Portátil-i.479102795.15970241718","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0864/6 PçsConjunto Mini Batom Mate Com Estrela De Longa DuraçãoAveludado Cor Pastel À Prova D_água Portátil.mp4","9f220446e23408ebdc8a8252efd860b12dac849514c5ff897417f7252edfc5bb","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"433","2026-12-22","1","865","Martelo de segurança automática ferramenta aço inoxidável bainha náilon sobrevivência ao ar livre acampamento caminhadas portátil bolso faca multitool garra martelo","outro","https://pt.aliexpress.com/item/1005003690864759.html","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0865/Martelo de segurança automática ferramenta aço inoxidável bainha náilon sobrevivência ao ar livre acampamento caminhadas portátil bolso faca multitool garra martelo.mp4","b9b66b77a83363db781b4a4f434f110d6a375db7a96152b736b7dc60d46efd79","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"434","2026-12-22","2","866","Tesoura Mira Laser Para Cortes Mais Precisos","shopee","https://shopee.com.br/product/353814159/3269436051","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0866/Tesoura Mira Laser Para Cortes Mais Precisos.mp4","3a6d9cc34d02f057d2ad1289835f9a732c02bff42d14ce62e088e1ee5ebcf2ae","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"435","2026-12-22","3","870","Bolsa de laptop impermeável multifuncional para homens, escola, esporte, negócios, viagens, caminhadas, negócios, mochilas de luxo, novo, 2023","outro","https://pt.aliexpress.com/item/1005002419780569.html","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0870/Bolsa de laptop impermeável multifuncional para homens, escola, esporte, negócios, viagens, caminhadas, negócios, mochilas de luxo, novo, 2023.mp4","8323063262a7705476e557af5fba5cad14c1c216b3b6c69c927d22c15aadc578","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"436","2026-12-23","1","871","3 Em 1 Removedor De Silicone Raspador De Acabamento De Calafetagem Kit De Ferramentas De Remoção De Moldes Conjunto Manuais","shopee","https://shopee.com.br/3-Em-1-Removedor-De-Silicone-Raspador-De-Acabamento-De-Calafetagem-Kit-De-Ferramentas-De-Remoção-De-Moldes-Conjunto-Manuais-i.343877387.20350876853","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0871/3 Em 1 Removedor De Silicone Raspador De Acabamento De Calafetagem Kit De Ferramentas De Remoção De Moldes Conjunto Manuais.mp4","f7ff9018247aa8c0db4c0ab71325ee3efb05441aa2072b322040186b5ebc4bc7","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"437","2026-12-23","2","872","Sofá Elástico À Prova D_água Capa De Almofada De Velo Jacquard Seccional 123 Lugares Em Forma De L Universal Móveis Protetores De Casa Decoração De Sala De Estar","shopee","https://shopee.com.br/Sofá-Elástico-À-Prova-D'água-Capa-De-Almofada-De-Velo-Jacquard-Seccional-1-2-3-Lugares-Em-Forma-De-L-Universal-Móveis-Protetores-De-Casa-Decoração-De-Sala-De-Estar-i.442145017.21741954179","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0872/Sofá Elástico À Prova D_água Capa De Almofada De Velo Jacquard Seccional 123 Lugares Em Forma De L Universal Móveis Protetores De Casa Decoração De Sala De Estar.mp4","1582f3c4dea63205196733e1b177cfaca182cbb1b214fc746cc7e36f7969dabc","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"438","2026-12-23","3","873","MINI GELADEIRA REFRIGERADOR AQUECEDOR 12V AUTOMOTIVO 4L PORTATIL COM ALÇA PARA TRANSPORTE","shopee","https://shopee.com.br/product/359541001/13926414348","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0873/MINI GELADEIRA REFRIGERADOR AQUECEDOR 12V AUTOMOTIVO 4L PORTATIL COM ALÇA PARA TRANSPORTE.mp4","3017b08b61ae889805f1ef6f0431da7ccf29588160605d859d3a2ff5dd0dea1f","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"439","2026-12-24","1","875","1 Rolo 5M Papel De Parede Autoadesivo 3D De Espuma Espessada Adesivo À Prova D_água Esfoliante De Umidade Decoração De Casa","shopee","https://shopee.com.br/1-Rolo-5M-Papel-De-Parede-Autoadesivo-3D-De-Espuma-Espessada-Adesivo-À-Prova-D'água-Esfoliante-De-Umidade-Decoração-De-Casa-i.455490990.17785040646","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0875/1 Rolo 5M Papel De Parede Autoadesivo 3D De Espuma Espessada Adesivo À Prova D_água Esfoliante De Umidade Decoração De Casa.mp4","31be5b0213e31e9f6201b7fb421aa7a060b61f75924039f38f3b0c30941d62f4","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"440","2026-12-24","2","877","DOYING Desktop Shipping Label Printer High Speed USB Direct Thermal Printer Label Maker Sticker 40-80mm Paper Width for Shipping Postage Barcodes Labels Printing Compatible with Amazon Ebay Shopify Fe","amazon","https://www.amazon.com.br/DOYING-Shipping-Barcodes-Printing-Compatible/dp/B0BN5X8YLC","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0877/DOYING Desktop Shipping Label Printer High Speed USB Direct Thermal Printer Label Maker Sticker 40-80mm Paper Width for Shipping Postage Barcodes Labels Printing Compatible with Amazon Ebay Shopify Fe.mp4","469d78a246b87854372743cc95d37f8d4ec9e5eb895bee6429f1ea805dc5a2ee","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"441","2026-12-24","3","878","Saboneteira Inteligente Para Sabão Em Barra Multifuncional - Usa até o Ultimo Pedacinho de Sabão","shopee","https://shopee.com.br/Saboneteira-Inteligente-Para-Sabão-Em-Barra-Multifuncional-Usa-até-o-Ultimo-Pedacinho-de-Sabão-i.697209697.23316202443","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0878/Saboneteira Inteligente Para Sabão Em Barra Multifuncional - Usa até o Ultimo Pedacinho de Sabão.mp4","ff9879a14bde3eda115400dbb3f39c12879fe218769ad7f4543d8d5b41180d2b","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"442","2026-12-25","1","879","Projetor Xiaomi Wanbo T2 max 1080p 4k Hdr10 Wif Bluetooth lacrado","shopee","https://shopee.com.br/Projetor-Xiaomi-Wanbo-T2-max-1080p-4k-Hdr10-Wif-Bluetooth-lacrado69-i.280504615.17252284106","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0879/Projetor Xiaomi Wanbo T2 max 1080p 4k Hdr10 Wif Bluetooth lacrado.mp4","8c05294cc25466dc4895bb86f90bba82f0bdaf4d9a755ba518422e2d8b4ba648","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"443","2026-12-25","2","880","Suporte Para Celular Universal Espelho Retrovisor Carro 360","shopee","https://shopee.com.br/Suporte-Para-Celular-Universal-Espelho-Retrovisor-Carro-360-i.293532362.18758589770","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0880/Suporte Para Celular Universal Espelho Retrovisor Carro 360.mp4","bc8d95f772c7241cb3923eeb5570b90def004692a66bbc83c0b88588d86da5b0","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"444","2026-12-25","3","881","Binoculo Luneta Com Nitidez Zoom Profissional Oferta PROMOCAO","shopee","https://shopee.com.br/Binoculo-Luneta-Com-Nitidez-8km-Zoom-Profissional-Oferta-PROMOCAO-i.766258772.17467557991","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0881/Binoculo Luneta Com Nitidez Zoom Profissional Oferta PROMOCAO.mp4","c88d7a77c410b2315cd83d36ff1aadbd01f129a4332d52028d411baa5d4d07dd","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"445","2026-12-26","1","882","Caixa de tecido de pelúcia dos desenhos animados para braço de carro, 2 em 1, fofo, adorável, coelho, curto, criativo, suporte, assento","outro","https://pt.aliexpress.com/item/1005004795296112.html","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0882/Caixa de tecido de pelúcia dos desenhos animados para braço de carro, 2 em 1, fofo, adorável, coelho, curto, criativo, suporte, assento.mp4","86e29fab415bf8e36cbddf93c01074606598fed46cf680800671878d827e1e68","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"446","2026-12-26","2","883","brincos feminino luxo atacado para revender brincos 2022 moda brincos coloridos tendêncLuxo ouro cor longa borla brincos para mulher temperamento folha balançar brincos casamento brinco dia dos namorados","outro","https://pt.aliexpress.com/item/1005004548477399.html","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0883/brincos feminino luxo atacado para revender brincos 2022 moda brincos coloridos tendêncLuxo ouro cor longa borla brincos para mulher temperamento folha balançar brincos casamento brinco dia dos namorados.mp4","78be4d0957a3aeb771525b2c325eb624b446e3ae6645a22463f46a7f2e98a8ba","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"447","2026-12-26","3","884","220v hicon máquina de gelo elétrica bala cilíndrica máquina de gelo automático do agregado familiar mini máquina de fazer gelo para a loja de chá de leite","outro","https://pt.aliexpress.com/item/1005002783983280.html","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0884/220v hicon máquina de gelo elétrica bala cilíndrica máquina de gelo automático do agregado familiar mini máquina de fazer gelo para a loja de chá de leite.mp4","5a7166ca4153bdfde3ac3fa883dcfacb4c7630956fc0fd6d767c4e0458ce370f","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"448","2026-12-27","1","885","Saco de viagem compras portátil dobrávelArmazenamento grande espesso","shopee","https://shopee.com.br/Saco-De-Viagem-Compras-Portátil-Dobrável-Armazenamento-Grande-Espesso-i.810682012.18931462969","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0885/Saco de viagem compras portátil dobrávelArmazenamento grande espesso.mp4","270caa5bc2878fea56823809b6f3593a45600d5d0dda38b3afec618af0aea83a","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"449","2026-12-27","2","886","AULA-H530 Mouse giratório sem fio, Decompress carregamento, RGB Gaming Mouse, quatro modos, mais novo","outro","https://pt.aliexpress.com/item/1005005123641983.html","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0886/AULA-H530 Mouse giratório sem fio, Decompress carregamento, RGB Gaming Mouse, quatro modos, mais novo.mp4","82082e23d40cb114ee73527d8002511ab3f1b04baea80ae32f2c0f11296ab8b6","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"450","2026-12-27","3","887","Uvr de alta qualidade engrossar alta densidade natural látex colchão quarto hotel tatami almofada cama única dupla respirável tapete chão","outro","https://pt.aliexpress.com/item/1005004564364236.html","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0887/Uvr de alta qualidade engrossar alta densidade natural látex colchão quarto hotel tatami almofada cama única dupla respirável tapete chão.mp4","6e135c4ed2236934016a767c221aa6c80543fe286a91d8b10b256ccd1e048e41","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"451","2026-12-28","1","888","Mulheres Chinelos de Plataforma Sapatos de Verão Sandálias Flats 2022 Nova Tendência Causal Cunhas Flip Flops Sapatas Das Senhoras Praia Sandália de Slides","outro","https://pt.aliexpress.com/item/1005004290007698.html","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0888/Mulheres Chinelos de Plataforma Sapatos de Verão Sandálias Flats 2022 Nova Tendência Causal Cunhas Flip Flops Sapatas Das Senhoras Praia Sandália de Slides.mp4","ff1a038982f825c49e9e187413a888bfb1632b66abb1b688aecbc8cdc07e7d37","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"452","2026-12-28","2","889","Limpador De Colchão De Sofá De Cama Aspirador De Pó Ácaro","shopee","https://shopee.com.br/Limpador-De-Colchão-De-Sofá-De-Cama-Aspirador-De-Pó-Ácaro-i.415110337.21138727793","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0889/Limpador De Colchão De Sofá De Cama Aspirador De Pó Ácaro.mp4","a2789cd110dd0ff57724bb07eec901818f1479befd9c51e38bb1ceefa8d1118a","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"453","2026-12-28","3","890","1 Peça Bolsa De OmbroTransversal Feminina Grande Capacidade De Cor Lisa","shopee","https://shopee.com.br/product/326612345/12353516791","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0890/1 Peça Bolsa De OmbroTransversal Feminina Grande Capacidade De Cor Lisa.mp4","43375c433ba7f9fbb11b3ff2aef3d135a4497a121a0480c7e2e9604bfe2a5f67","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"454","2026-12-29","1","891","Inverno flanela casal cama acolchoado folha de cama 2 pessoas pelúcia colchão capa elástica fitted folha 90 150 180x200 macio quente grosso","outro","https://pt.aliexpress.com/item/1005004774548332.html","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0891/Inverno flanela casal cama acolchoado folha de cama 2 pessoas pelúcia colchão capa elástica fitted folha 90 150 180x200 macio quente grosso.mp4","89fc7f19cd4eea6fd9962ed2a0a3fd084cde19554c8607ab3ba3b9a30695b558","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"455","2026-12-29","2","892","(Baosity5) Mini Fechadura Digital De Porta Com Fechadura Digital Para Hotel  Quarto","shopee","https://shopee.com.br/product/283359603/8828025594","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0892/(Baosity5) Mini Fechadura Digital De Porta Com Fechadura Digital Para Hotel  Quarto.mp4","999bb86087853d3714326609c2a8d47ce5782fd28e4fb890bc6e809fa04614e9","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"456","2026-12-29","3","893","Casa em camadas cozinha dupla-camada armário utensílios de mesa caixa de armazenamento de plástico com placa de cobertura drenagem tigela rack","outro","https://pt.aliexpress.com/item/1005004294525091.html","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0893/Casa em camadas cozinha dupla-camada armário utensílios de mesa caixa de armazenamento de plástico com placa de cobertura drenagem tigela rack.mp4","f1bb66dd30668a16b03da259814667d22377ccb4e138acc28eed8ff7b514b42b","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"457","2026-12-30","1","894","Porta Cortina Box Varão Bastão Banheiro de Extensível Universal Ajustável","shopee","https://shopee.com.br/Porta-Cortina-Box-Varão-Bastão-Banheiro-de-Extensível-Universal-Ajustável-i.450698625.18446196468","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0894/Porta Cortina Box Varão Bastão Banheiro de Extensível Universal Ajustável.mp4","66cbfba2887ac753eab36642fc39b4112a50127d30ed3b8ff2619f98c5c79337","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"458","2026-12-30","2","895","Peripage a4 Impressora Portátil Mini a4 Documento Térmica Bluetooth Telefone 210 Milímetros Papelaria Bluetooth","shopee","https://shopee.com.br/Peripage-a4-Impressora-Portátil-Mini-a4-Documento-Térmica-Bluetooth-Telefone-210-Milímetros-Papelaria-Bluetooth-i.427027955.20615213937","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0895/Peripage a4 Impressora Portátil Mini a4 Documento Térmica Bluetooth Telefone 210 Milímetros Papelaria Bluetooth.mp4","f60bb53e277b2beb3547c95582d5e886a18c6b2f7b0f23729289b8a7b53b3824","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"459","2026-12-30","3","896","Fajas Colombianas Butt Lifter para Mulheres, Renda, Cintura Alta, Booty Lifting, Hip Enhancer, Bodysuit, Skims Slimming Underwear, Body Shapers","shopee","https://shopee.com.br/Short-Calcinha-Enchimento-Levanta-Bumbum-(Bunda)-Promoção-i.357426643.13469017628","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0896/Fajas Colombianas Butt Lifter para Mulheres, Renda, Cintura Alta, Booty Lifting, Hip Enhancer, Bodysuit, Skims Slimming Underwear, Body Shapers.mp4","1a7ff77e2842bd143e09a0c9df2191800b21c568fed76c13ca9f1c9b6d875e72","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"460","2026-12-31","1","897","Casa shabu-shabu cozimento elétrico três-em-um aprofundamento e aumentando o aquecimento de dupla face da máquina de fritar","outro","https://pt.aliexpress.com/item/1005004507752344.html","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0897/Casa shabu-shabu cozimento elétrico três-em-um aprofundamento e aumentando o aquecimento de dupla face da máquina de fritar.mp4","18bb551cd8de55115aeaf5a25177888e73c867343bc603178676eeb9f02d1807","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"461","2026-12-31","2","898","Escova De Limpeza TEABR Portátil Para Banheiro Limpo Multifuncional","shopee","https://shopee.com.br/product/191445078/23006712975","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0898/Escova De Limpeza TEABR Portátil Para Banheiro Limpo Multifuncional.mp4","0e24e60adc0efd7b7dbffdb255f4eb1e2f82e7e1a46c046bff188294ce907727","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"462","2026-12-31","3","899","Rastreador gps De Carromini smart Magnético Com Gravador De Voz Para VeículosCrianças anti-Perda","shopee","https://shopee.com.br/Rastreador-gps-De-Carro-mini-smart-Magnético-Com-Gravador-De-Voz-Para-Veículos-Crianças-anti-Perda-i.709598326.19404491985","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0899/Rastreador gps De Carromini smart Magnético Com Gravador De Voz Para VeículosCrianças anti-Perda.mp4","5d1000d1549c57f17bf2616b343416a1b6140215d914d5fdeb7e1d0c4a3d9874","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"463","2027-01-01","1","900","Cadeado De Impressão Digital Biométrica Loja","shopee","https://shopee.com.br/Cadeado-De-Impressão-Digital-Biométrica-Loja-i.303324312.17432028569","VIDEOS 600-900-20260730T124525Z-1-001.zip","VIDEOS 600-900/VIDEO 0900/Cadeado De Impressão Digital Biométrica Loja.mp4","225fc2a4f342f22c88823eb0599e84e68dc21e735607daad451a61daeeb70963","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"464","2027-01-01","2","1201","Varal Portátil 2 em 1 Prateleira Multiuso Com Regulagem Ajustável Varanda Janela Sacada Apartamento","shopee","https://shopee.com.br/product/341061019/9980115892","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1201/Varal Portátil 2 em 1 Prateleira Multiuso Com Regulagem Ajustável Varanda Janela Sacada Apartamento.mp4","07ed77964934b625a47a541cf68032237c52d3b7407eb5ed8ffca630ec5ac381","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"465","2027-01-01","3","1202","Massageador De Corpo Portátil Mini ElétricaMeridianoPescoço Para CostasEstimulador De Dor Muscular","shopee","https://shopee.com.br/product/609062939/16128517487","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1202/Massageador De Corpo Portátil Mini ElétricaMeridianoPescoço Para CostasEstimulador De Dor Muscular.mp4","30f7a776d55d48382f7bd3181dc9ceb7beff347b64fe231bf5b7429bf4799df2","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"466","2027-01-02","1","1203","Cicada dourada Bionic Anti-respingo Nail Clippers Set, Aço inoxidável Nail Clippers, Única Personalidade Criativa Nail Scissors","outro","https://pt.aliexpress.com/item/1005003461346024.html","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1203/Cicada dourada Bionic Anti-respingo Nail Clippers Set, Aço inoxidável Nail Clippers, Única Personalidade Criativa Nail Scissors.mp4","ff85fed9390c81f13aa8a157209eb7fd7607c132137e3b1626abf0466c9f540d","","","","","aguardando_revisao_visual_e_link_afiliado","",""
