"sourceZip","videoNumber","title","videoEntry","videoSha256","status","durationSeconds","width","height","resolution","orientation","fps","videoCodec","audioCodec","audioChannels","audioSampleRate","bitRate","bytes","error"
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","190","Suporte De Celular Jaguar HUD Com Design De Leopardo GPS De 360 Graus Acessórios De Clipe Ajustável","VIDEOS 0 - 300/VIDEO 0190/Suporte De Celular Jaguar HUD Com Design De Leopardo GPS De 360 Graus Acessórios De Clipe Ajustável.mp4","163b6390846cf86572bb0d83230872648fda246a32272eb09b63f44bade40336","ok","11,053","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2478351","3424153",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","191","[JLS6-011] Bolsa De Pano Ombro Nova Tecido Casual De Nylon Oxford Leve Para Mensageiro 2023","VIDEOS 0 - 300/VIDEO 0191/[JLS6-011] Bolsa De Pano Ombro Nova Tecido Casual De Nylon Oxford Leve Para Mensageiro 2023.mp4","bdf445ec713a9599c5052547614ca680f8037b5e954f87ebd964bafbebcd0986","ok","12,028","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","3528343","5304864",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","192","20 Folhas Grampeador Elétrico De Mesa Antiderrapante Multi-Propósito","VIDEOS 0 - 300/VIDEO 0192/20 Folhas Grampeador Elétrico De Mesa Antiderrapante Multi-Propósito.mp4","6e46307598923d5da7742b670a2eb9297da15084f02d1ec14acd1f9d3b61ae76","ok","8,29","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1034233","1071724",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","193","Descascador De Alimentos Frutas E Legumes Com Compartimento Reservatório cascas 17 Cm","VIDEOS 0 - 300/VIDEO 0193/Descascador De Alimentos Frutas E Legumes Com Compartimento Reservatório cascas 17 Cm.mp4","4ead56cea7530677a756e91e6237432cc16edfc6ac4178b6c1a23f82bc15b5b8","ok","13,073","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2846188","4651028",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","194","(Serra) Bacia Para Lavar Cabelos Com Mangueira","VIDEOS 0 - 300/VIDEO 0194/(Serra) Bacia Para Lavar Cabelos Com Mangueira.mp4","702d1570a310e9ea82081339a72f02ad91f270376bbfc29d16b3dd5ab3ee0a8c","ok","21,107","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2134634","5631965",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","195","Túnel Para Gatos De Estimação Interativo Cama De Brinquedo De Uso Duplo Brinquedos Internos HOT","VIDEOS 0 - 300/VIDEO 0195/Túnel Para Gatos De Estimação Interativo Cama De Brinquedo De Uso Duplo Brinquedos Internos HOT.mp4","19a220eb385a5c8baf456ae63121d9c3f8bcf2ee6fa6cc2c8a29260637d939f1","ok","10,96","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1933643","2649091",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","196","Cozinha Tempero Rotativo Rack De Armazenamento Multifuncional 360 Graus Soja Vinegar Bandeja De Frutas Luz Luxo","VIDEOS 0 - 300/VIDEO 0196/Cozinha Tempero Rotativo Rack De Armazenamento Multifuncional 360 Graus Soja Vinegar Bandeja De Frutas Luz Luxo.mp4","dd8cba03ff8dc16e5bcfcbfe6a7927eeba74f33de1f9c6b89b1610307e904724","ok","10,821","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2412621","3263372",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","197","Shampoo à Seco Above 150ML90G Fresh","VIDEOS 0 - 300/VIDEO 0197/Shampoo à Seco Above 150ML90G Fresh.mp4","cf629693ec7962bedbbb42831cc11c7d4fa9a4d8d82465a63e6b8e3059cfb70e","ok","9,149","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2659822","3041839",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","198","Multi-purpose Car Umbrella, pára-sol, tamanho 4.22.2 m UV Proteção Car Umbrella Cover, barraca, sem moldura apenas lona","VIDEOS 0 - 300/VIDEO 0198/Multi-purpose Car Umbrella, pára-sol, tamanho 4.22.2 m UV Proteção Car Umbrella Cover, barraca, sem moldura apenas lona.mp4","ddb067d78cfb7effefd5384bbaf10b3c6ee15f47b01360b7bf5601efdb383ba1","ok","13,375","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2220523","3712437",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","199","COM OFERTA Limpador de Persianas Max Clean Microfibra 22x6cm Clink Ou Paramount","VIDEOS 0 - 300/VIDEO 0199/COM OFERTA Limpador de Persianas Max Clean Microfibra 22x6cm Clink Ou Paramount.mp4","e727b2cbf914fa315d5335a43646db3ecdae2a2cba66e80fe8941872fef5ac18","ok","30,697","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1338292","5135194",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","200","Batedor De Farinha De Carvalho De 13 Polegadas Misturador De Massa Ovos Em Aço Inoxidável","VIDEOS 0 - 300/VIDEO 0200/Batedor De Farinha De Carvalho De 13 Polegadas Misturador De Massa Ovos Em Aço Inoxidável.mp4","36b70ee484a888115bc45f48a44ac9290807fd8edacc0a7c57d413ac84b255a9","ok","13,954","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2584952","4508803",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","201","Porta Papel Higienico E Lenços Umidecidos Everest","VIDEOS 0 - 300/VIDEO 0201/Porta Papel Higienico E Lenços Umidecidos Everest.mp4","293cda8fa6fad3c47ceab168b68bb6b70215cd5f51b3a9a1db18b94e152995ce","ok","12,4","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1460910","2264411",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","202","Lâmina Navalha Tira Pelos Sobrancelha Buço Rosto","VIDEOS 0 - 300/VIDEO 0202/Lâmina Navalha Tira Pelos Sobrancelha Buço Rosto.mp4","66e5d0cefe1699cc17be61ecfc47a86c351ac539e90b8031610684ca79931ba0","ok","13,398","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1828658","3062546",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","203","304 fogão de pressão de aço inoxidável, fogão a gás doméstico, fogão de indução, fundo duplo à prova de explosão geral, grande capacidade","VIDEOS 0 - 300/VIDEO 0203/304 fogão de pressão de aço inoxidável, fogão a gás doméstico, fogão de indução, fundo duplo à prova de explosão geral, grande capacidade.mp4","62804feb6b6aa671b5727b267dddfe7133422ee4c25252a883edfd6bf8ae4ff3","ok","9,033","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1219653","1377141",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","204","Capa Para Telefone Apple Phone Case tpu Pure Color Cartoon Pacha Dog Twisting Ass Adequado iPhone14 Divertido 12ProMax 13 Novo Estilo 11 Silicone Fêmea","VIDEOS 0 - 300/VIDEO 0204/Capa Para Telefone Apple Phone Case tpu Pure Color Cartoon Pacha Dog Twisting Ass Adequado iPhone14 Divertido 12ProMax 13 Novo Estilo 11 Silicone Fêmea.mp4","b65f4a673b66ae1c40109f55a2f587fbd3e55e2b3fa178640d000bd55c5dfda6","ok","7,361","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1887651","1736875",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","205","3D Cartoon Corredor Carpet Staircase Hotel Lobby Área de Faixa Tapete Corredor Sala Decoração Casa Anti-derrapante Tapete Cuttable","VIDEOS 0 - 300/VIDEO 0205/3D Cartoon Corredor Carpet Staircase Hotel Lobby Área de Faixa Tapete Corredor Sala Decoração Casa Anti-derrapante Tapete Cuttable.mp4","16cceddc63142b2ddd941b60865ccf883e5595b15cf2543a5168aa62ab6afa7e","ok","14,536","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2629474","4777756",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","206","Estantes nórdicos do ferro forjado com porta de vidro, armário de exposição, prateleira simples, estantes home da sala, armazenamento do quarto","VIDEOS 0 - 300/VIDEO 0206/Estantes nórdicos do ferro forjado com porta de vidro, armário de exposição, prateleira simples, estantes home da sala, armazenamento do quarto.mp4","41b234fdd6b1329284b1927e97627f684cc126f0a84a263c1de7a2ba2d3731bd","ok","15,767","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1850629","3647360",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","207","Kit 12 Cadarço De Silicone Colorido","VIDEOS 0 - 300/VIDEO 0207/Kit 12 Cadarço De Silicone Colorido.mp4","07feeb031c47a3347ee60934519b2396a814d3ab4dfaeeccd7205fd8dfd68c2d","ok","12,075","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2418288","3650104",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","208","Hailicare 3.9mm Palito De Ouvido Com Câmera Para Bebês Adultos Otoscópio Endoscópio Remoção De Cera Android IOS Colher Conjunto De Limpeza Removedor","VIDEOS 0 - 300/VIDEO 0208/Hailicare 3.9mm Palito De Ouvido Com Câmera Para Bebês Adultos Otoscópio Endoscópio Remoção De Cera Android IOS Colher Conjunto De Limpeza Removedor.mp4","e39f8f0b371565ae223c3fa44d4f369dc8a71e408f6985fee88b46c1fb086d01","ok","15,326","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2108429","4039223",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","209","USB 2.4G Controle Remoto Carro de Escalada de Parede Carro de Corrida Antigravidade Recarregável Carro de Acrobacias Brinquedos Para Crianças","VIDEOS 0 - 300/VIDEO 0209/USB 2.4G Controle Remoto Carro de Escalada de Parede Carro de Corrida Antigravidade Recarregável Carro de Acrobacias Brinquedos Para Crianças.mp4","bbb7d4170751b15651f8d6cb0f25772ba0d00e75f4dc0fc97c57d8903815915c","ok","12,168","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2721038","4138699",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","210","Varal de Parede Mágico Retrátil Branco 70cm Ordene Original","VIDEOS 0 - 300/VIDEO 0210/Varal de Parede Mágico Retrátil Branco 70cm Ordene Original.mp4","cb06f6d0330c695f7341ad4384cc48e1f810254ac9e4826fc299a0e6e04b3860","ok","7,222","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1366206","1233343",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","211","Transparent 6 Shot Glass Dispenser and Holder, Liquid Pouring Artifact, for Wedding","VIDEOS 0 - 300/VIDEO 0211/Transparent 6 Shot Glass Dispenser and Holder, Liquid Pouring Artifact, for Wedding.mp4","a8b8db8f985e60ed3e1c5d5da179e89dddf11382862d2e2cacf15775593e19ab","ok","12,4","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2325340","3604277",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","212","Kit 3 Em 1 Bico Alta Pressão De Metal Para Mangueiras Comuns + Conector De Torneira Com Rosca","VIDEOS 0 - 300/VIDEO 0212/Kit 3 Em 1 Bico Alta Pressão De Metal Para Mangueiras Comuns + Conector De Torneira Com Rosca.mp4","abec96030a78cb4439443a591245e781affdf2a0fb954ffc383a2953420779e5","ok","27,47","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","3155896","10836561",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","213","Ventilador Porta Lâmpada De Sofá Estudo Remota Nórdica Economizador De Energia Grande led De Varanda Calma De Vento","VIDEOS 0 - 300/VIDEO 0213/Ventilador Porta Lâmpada De Sofá Estudo Remota Nórdica Economizador De Energia Grande led De Varanda Calma De Vento.mp4","4af6c49bf9b0e18e61aa9f81f1a3b0ab81cce5eb424cbc605fa37e41b05d979d","ok","14,652","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2273749","4164372",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","214","Mini máquina de lavar sapato doméstico, forte, semiautomática, inteligente, casa, 220V","VIDEOS 0 - 300/VIDEO 0214/Mini máquina de lavar sapato doméstico, forte, semiautomática, inteligente, casa, 220V.mp4","c85ce549cd3c35a092607f546120ae4f479099619acba4957e38355295b0f83c","ok","19,273","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1805761","4350306",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","215","Manual simples dobrável carport portátil móvel carro abrigo tenda cobre estacionamento garagem","VIDEOS 0 - 300/VIDEO 0215/Manual simples dobrável carport portátil móvel carro abrigo tenda cobre estacionamento garagem.mp4","fdb0b3bcff11fac22025336f3586bcab0cc9ae9736554a6c4214a278e934a548","ok","5,829","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2411348","1756969",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","216","Carregador De Celular Portátil Chaveiro 1500mah Tipo C Para Iphone 11,12,13 e 14.","VIDEOS 0 - 300/VIDEO 0216/Carregador De Celular Portátil Chaveiro 1500mah Tipo C Para Iphone 11,12,13 e 14..mp4","fab24da1f1297ccde45c488c463b4ca2e1d62950dbb4b866977492f31e04a019","ok","14,327","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2134330","3822319",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","217","Rodo Twister Cabo Retrátil Chega até 1,40m Junta Articulada","VIDEOS 0 - 300/VIDEO 0217/Rodo Twister Cabo Retrátil Chega até 1,40m Junta Articulada.mp4","b18cbbfadc839114d56d697e9eef49387ba23693777c6bc2795f8dc617d60075","ok","15,999","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2777938","5555530",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","218","【produtos À Vista】 Cozinha De 1 Peça Para Fazer Almôndegas De Carne Faz Bolinhos De Arroz E Bolas De Peixe Fácil De Operar","VIDEOS 0 - 300/VIDEO 0218/【produtos À Vista】 Cozinha De 1 Peça Para Fazer Almôndegas De Carne Faz Bolinhos De Arroz E Bolas De Peixe Fácil De Operar.mp4","fd0a40dc5cd6bfc8c46d244e811bb36fe7d979c7ec56bc2316a2a08deab2ff4e","ok","7,477","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","4241808","3964500",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","219","Multifuncional madeira maciça Folding Escada, Household Chair Stool, Dual-Purpose Cadeiras, Escalada Pedal Stair, Step, Ins","VIDEOS 0 - 300/VIDEO 0219/Multifuncional madeira maciça Folding Escada, Household Chair Stool, Dual-Purpose Cadeiras, Escalada Pedal Stair, Step, Ins.mp4","f139de3e9e1c7b21cbafa508febafa9e6d7f7d8ae7b075ef5d6d3f36d6ef5b52","ok","10,542","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2393469","3153995",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","220","Sofá Cama E Esteiras Fofas Para Gatos Pequenos Preguiçosos Filhotes De","VIDEOS 0 - 300/VIDEO 0220/Sofá Cama E Esteiras Fofas Para Gatos Pequenos Preguiçosos Filhotes De.mp4","076b43f1f8e0209e592349942387eb2b8f05d2e827cef4a95f66f5e444066aaf","ok","15,697","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2533549","4971140",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","221","Vaso Sanitário Portátil Banheiro Químico 10 litros para Motor Homes, Barcos, Campings e Eventos Lorben","VIDEOS 0 - 300/VIDEO 0221/Vaso Sanitário Portátil Banheiro Químico 10 litros para Motor Homes, Barcos, Campings e Eventos Lorben.mp4","763e598f07d39064e2034c3d384ff6075418077155433caaf79653ee8c8d1830","ok","8,499","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1392822","1479700",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","222","Cintura Alta Verão Elástica Tencel Emagrecedor Visual Feminino Reto Alto Elástico Mãe Tornozelo Comprimento Calça Jeans Solta Trou","VIDEOS 0 - 300/VIDEO 0222/Cintura Alta Verão Elástica Tencel Emagrecedor Visual Feminino Reto Alto Elástico Mãe Tornozelo Comprimento Calça Jeans Solta Trou.mp4","2a6275e7ffdbfd11301ce6cd286c7a76d24f0b4fbfadc9a406efd1119817961b","ok","8,94","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2419004","2703237",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","224","Lixa Elétrica De Pé Esfoliador Tira Calos Pedicure Portátil Recarregavel","VIDEOS 0 - 300/VIDEO 0224/Lixa Elétrica De Pé Esfoliador Tira Calos Pedicure Portátil Recarregavel.mp4","a0882c82ed61fdcb04d2e16e858c5468d5e27f8628af1607238f21c349d96195","ok","10,914","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2172591","2963958",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","225","Mops Para Casa Jardim Coletor de pó eletrostático mop descartável vácuo papel chão toalhetes rosca plana mop limpeza ferramenta para casa","VIDEOS 0 - 300/VIDEO 0225/Mops Para Casa Jardim Coletor de pó eletrostático mop descartável vácuo papel chão toalhetes rosca plana mop limpeza ferramenta para casa.mp4","67094a18bf6808a383737d89d335acd8fb0bdaa2d7a9e04f0a834882bd4d1c4a","ok","9,381","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2671741","3132951",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","226","Papel Adesivo de Parede 10 METROS x 45CM 3D Modelo Linho Decoração","VIDEOS 0 - 300/VIDEO 0226/Papel Adesivo de Parede 10 METROS x 45CM 3D Modelo Linho Decoração.mp4","9388e03bb6843be4e3b93a1844eab7198fd2ac7dfe9adbf2ba57e96a068837d9","ok","13,352","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","3334423","5565153",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","227","Kit 3 Em 1 Bico Alta Pressão Para Mangueira + Conector Top","VIDEOS 0 - 300/VIDEO 0227/Kit 3 Em 1 Bico Alta Pressão Para Mangueira + Conector Top.mp4","d69d839351ec8d5bf26e4c0978065fbae0866ea13819c32b239b67bce5f203f3","ok","19,482","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2150179","5236225",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","228","Par de Almofadas dos Pés Antiderrapante de Salto Alto Proteção Respirável","VIDEOS 0 - 300/VIDEO 0228/Par de Almofadas dos Pés Antiderrapante de Salto Alto Proteção Respirável.mp4","102f9db4a601777c95047eed6b3ef5cf073c2951765adb3f025b0378c86efcde","ok","10,124","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","3693562","4674203",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","229","Sacola de bebê para mães, fraldas de maternidade, bolsa de mamães, organizador de carrinho, troca de transporte, cuidados com o bebê, viagem, mochila RI5C","VIDEOS 0 - 300/VIDEO 0229/Sacola de bebê para mães, fraldas de maternidade, bolsa de mamães, organizador de carrinho, troca de transporte, cuidados com o bebê, viagem, mochila RI5C.mp4","4df2f2f278279a4e10fd595b31fb5faae730234d0b9fc71c0452781f2bd57a35","ok","7,338","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2956898","2712215",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","230","Sofá Infantil Fofo Pelúcia Multicolorida Para Casa Quarto Decoração Desenho Criativo Encosto Poltrona 2 Em 1","VIDEOS 0 - 300/VIDEO 0230/Sofá Infantil Fofo Pelúcia Multicolorida Para Casa Quarto Decoração Desenho Criativo Encosto Poltrona 2 Em 1.mp4","5a58e8714a3c434767b700c9ccd463fae2c987d172cb4695233904451988f624","ok","12,214","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2118289","3234099",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","231","Pode ser dobrado alta qualit refrigerar esteira de cama macio confortável esfria folhas de látex tailandês conjunto de folha de cama para o verão almofada de colchão fresco","VIDEOS 0 - 300/VIDEO 0231/Pode ser dobrado alta qualit refrigerar esteira de cama macio confortável esfria folhas de látex tailandês conjunto de folha de cama para o verão almofada de colchão fresco.mp4","608d948fb5f35a316d06db2b21c5806c58e055a81f7e817660d08fcde8ae397e","ok","17,253","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1792424","3865588",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","232","Rosa Verde Preto E Branco Polka-dot Tecido Prato Artefato Para Cabelo Em Rede Butterfly Twist Clip Acessórios De Com Flores","VIDEOS 0 - 300/VIDEO 0232/Rosa Verde Preto E Branco Polka-dot Tecido Prato Artefato Para Cabelo Em Rede Butterfly Twist Clip Acessórios De Com Flores.mp4","ed8ea4f16a02793d4ee7fa783ad3d300c63db27934f9bd8fb3a22664906a6f3e","ok","9,033","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1677535","1894147",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","233","Dispenser Giratorio p Cereais Graos Alimentos c 6 Divisorias","VIDEOS 0 - 300/VIDEO 0233/Dispenser Giratorio p Cereais Graos Alimentos c 6 Divisorias.mp4","a1d6a3af34f4c00eb297310975d8a3010da51efea198fa6678002a17efe2f89f","ok","16,742","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","3357109","7025591",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","234","Joelheira De Compressão Articulada Com Cintas Cruzadas Tensor Articulado","VIDEOS 0 - 300/VIDEO 0234/Joelheira De Compressão Articulada Com Cintas Cruzadas Tensor Articulado.mp4","1a07309951634b04fdbfa31b3b2f18ec7ff3d55272bb0eb57d99905e2c00f5f0","ok","7,361","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","3557974","3273781",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","235","Custom Fit Couro Car Floor Mats Para A Maioria Dos Modelos De Carro Tapete Completo Conjunto Com Logotipo Da Marca Interior Acessórios almofada de proteção","VIDEOS 0 - 300/VIDEO 0235/Custom Fit Couro Car Floor Mats Para A Maioria Dos Modelos De Carro Tapete Completo Conjunto Com Logotipo Da Marca Interior Acessórios almofada de proteção.mp4","d6ea7e0fa4af5ee14b9a532074e2837c5756a4d099ef3994a2f025ac1b25adfd","ok","16,44","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2890218","5939400",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","236","High-rise vidro limpeza artefato doméstico escova high-rise dupla face limpeza ferramenta especial janela externa","VIDEOS 0 - 300/VIDEO 0236/High-rise vidro limpeza artefato doméstico escova high-rise dupla face limpeza ferramenta especial janela externa.mp4","0338a2d555bc1833209d9502ca11321c14af47aa84b54b8262124b8a21d631de","ok","22,106","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2510210","6936338",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","237","Fivela dianteira sem rastreamento, sutiã esportivo corretivo sem costassutiã esportivo com fivela frontal","VIDEOS 0 - 300/VIDEO 0237/Fivela dianteira sem rastreamento, sutiã esportivo corretivo sem costassutiã esportivo com fivela frontal.mp4","5f5e8504ff925b568656e56931d2439aa31a0627c3bd800bb49450e4c14dd88b","ok","10,984","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1913727","2627548",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","238","Churrasqueira elétrica, Bife, Espeto giratório automático, máquina de grelha, fogão sem fumaça Kebab, forno assado para churrasco, panela quente, UE","VIDEOS 0 - 300/VIDEO 0238/Churrasqueira elétrica, Bife, Espeto giratório automático, máquina de grelha, fogão sem fumaça Kebab, forno assado para churrasco, panela quente, UE.mp4","5746ce9837383e915a01e6bdafcccd5c74889bdd3e4bfa4b2f0bd1c2b96576ca","ok","22,199","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2499297","6935237",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","239","Kit 4 Ou 8 Gancho Adesivo Para Prateleira Suporte","VIDEOS 0 - 300/VIDEO 0239/Kit 4 Ou 8 Gancho Adesivo Para Prateleira Suporte.mp4","19335a9674322003822a248eed1f2b759214a760f61ca1e782bc322af28cb353","ok","8,383","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1464182","1534280",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","240","Mini Maquina Costura Portátil Elétrica Pilha + Pedal Bivolt 110V 220VMini Maquina Costura Portátil Elétrica Pilha + Pedal Bivolt 110V 220V","VIDEOS 0 - 300/VIDEO 0240/Mini Maquina Costura Portátil Elétrica Pilha + Pedal Bivolt 110V 220VMini Maquina Costura Portátil Elétrica Pilha + Pedal Bivolt 110V 220V.mp4","627963e3339b832eeae0b0b38b7630c78583cbf2ef878ab62097034bbf6ecf88","ok","6,084","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","4167259","3169201",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","241","Meias Do Bebê Com Solas De Borracha Para Crianças Sapato Chinelos Em Casa Menina Piso Anti Deslizamento Animais Primeiros Passos","VIDEOS 0 - 300/VIDEO 0241/Meias Do Bebê Com Solas De Borracha Para Crianças Sapato Chinelos Em Casa Menina Piso Anti Deslizamento Animais Primeiros Passos.mp4","ea9cddded7649e06a82c1ee5535e1d2f025a8010bfd42f01479c31f8112bd307","ok","11,773","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2776572","4086073",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","242","Wmuncc Short Feminino Folgado De Cintura Alta Anti-glareFitnessSecagem Rápida2 Em 1 Para TreinoCorrida","VIDEOS 0 - 300/VIDEO 0242/Wmuncc Short Feminino Folgado De Cintura Alta Anti-glareFitnessSecagem Rápida2 Em 1 Para TreinoCorrida.mp4","d3d082d7c0976300474c8164a7f4bd754ee43e129c19efb1eb72bc034d3d6f6f","ok","6,943","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","3343658","2901878",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","243","Papel De Parede À Prova D_água-Adesivo De Óleo De Cozinha Fogo Gabinete Resistente A Altas Temperaturas D_água-Pro","VIDEOS 0 - 300/VIDEO 0243/Papel De Parede À Prova D_água-Adesivo De Óleo De Cozinha Fogo Gabinete Resistente A Altas Temperaturas D_água-Pro.mp4","cf7286804e85906d4d740b993cb3e81d973e9d906cc1f180197c9b8e3123457b","ok","5,248","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","1995871","1309292",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","245","Mop plano com esfregão telescópico com alça giratória de 360 graus, Spin Mop para casa, Limpeza de telhas de cozinha, Cotonetes de fibra superfina","VIDEOS 0 - 300/VIDEO 0245/Mop plano com esfregão telescópico com alça giratória de 360 graus, Spin Mop para casa, Limpeza de telhas de cozinha, Cotonetes de fibra superfina.mp4","9267a065c6026836cac182c9042cddc6668f86f1432802820555c911682f025f","ok","8,638","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2052341","2216016",""
"VIDEOS 0 - 300-20260730T124444Z-1-001.zip","246","Cortador Ralador Fatiador De Legumes Vegetais Multifuncional","VIDEOS 0 - 300/VIDEO 0246/Cortador Ralador Fatiador De Legumes Vegetais Multifuncional.mp4","3746e71b4b0eb0c82b598c4b85bf3e898da74b8cdfaf0fe57b2c82e2a8bdba97","ok","20,736","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2600932","6741618",""
